Gene,Weight
NUCKS1,-0.0004261641150856759
SNORD116-24,-0.000426487228263883
SPAG9,-0.00042660491229315315
COX7B,-0.00042672277766695447
CPLX2,-0.00042732819446286783
DAAM2,-0.00042811641311379657
OAZ1,-0.0004296687992910101
HIST1H1E,-0.000430364685128025
MRLC2,-0.00043288173772880456
NRCAM,-0.00043376932492754985
AHNAK,-0.00043699635358570964
HSP90AB1,-0.00043722612660817287
DEPDC2,-0.0004400413163182854
CHI3L1,-0.00044194483151136583
CANX,-0.00044493522067300887
NGFRAP1,-0.00044563196714470903
FAM153C,-0.0004458071676801889
CRYM,-0.00044782202123346237
SNRP70,-0.00044973099405521696
BSCL2,-0.0004532841509243215
DUSP1,-0.0004533056329153654
ATP5C1,-0.00045403413384160747
AHI1,-0.0004581663712211227
PAIP2B,-0.000459601916080934
RHOB,-0.00046000819237509055
PPFIA2,-0.00046212149454451674
HNRNPA2B1,-0.0004622521074293782
ATP5I,-0.00046394792014387595
SAMHD1,-0.00046396045090694847
RPL38,-0.0004645295690552
ENC1,-0.0004646622801769043
ARGLU1,-0.0004657732988846971
METRN,-0.00046793019227107187
KIF1A,-0.00046827514592025487
BAZ2B,-0.00047058208404660874
HIPK2,-0.00047306781161408136
TMOD2,-0.00047894822407727717
HBB,-0.00048223449737109543
SNORD115-5,-0.0004829989665199753
ZNF638,-0.0004894571198810006
MAP2,-0.0004901722199142506
RPS19,-0.0004939451102925025
SPP1,-0.0004949116647122991
ALDH6A1,-0.0004956945148522603
PPP2CB,-0.0004988577043242334
